state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Assam,Coconut,Whole Year,77,49,299,7.2,1894,Alluvial,20-31,Flood,87703.64,119.3592
Assam,Coconut,Whole Year,96,58,297,7.0,1864,Alluvial,19-28,Flood,89552.22,124.8107
Assam,Coconut,Whole Year,126,67,207,6.4,1193,Alluvial,17-30,Flood,84046.84,103.31283500000008
Assam,Coconut,Whole Year,125,68,226,6.7,1120,Alluvial,17-31,Flood,86024.1,102.8647
Assam,Coconut,Whole Year,112,60,210,6.5,1181,Alluvial,19-32,Flood,85447.9,109.0075
Assam,Coconut,Whole Year,111,56,186,6.0,1548,Red,21-31,Flood,85869.9,37.50592999999998
Assam,Coconut,Whole Year,124,55,207,5.9,1586,Red,22-33,Flood,85429.24,34.5789
Assam,Coconut,Whole Year,115,58,199,5.7,1590,Red,20-32,Flood,84189.49,34.6653
Assam,Coconut,Whole Year,105,55,210,6.2,1775,Red,21-33,Flood,84308.93,81.87094199999997
Assam,Coconut,Whole Year,93,47,236,6.5,1840,Red,23-35,Flood,85165.42,88.3359
Assam,Coconut,Whole Year,100,59,221,6.0,1945,Red,22-35,Flood,84356.28,79.0741
Assam,Coconut,Whole Year,97,66,211,6.2,1261,Red,19-30,Flood,86956.01,100.360268
Assam,Coconut,Whole Year,91,65,207,6.0,1296,Red,19-30,Flood,85839.5,97.9777
Assam,Coconut,Whole Year,94,65,186,6.6,1230,Red,18-31,Flood,85234.32,94.2298
Assam,Coconut,Whole Year,90,58,256,6.1,1308,Red,17-26,Flood,87552.01,101.651058
Assam,Coconut,Whole Year,80,65,244,5.7,1198,Red,15-24,Flood,85083.72,94.8317
Assam,Coconut,Whole Year,81,58,269,5.9,1209,Red,18-28,Flood,88048.84,110.9657
Assam,Coconut,Whole Year,119,65,265,6.3,1727,Red,19-33,Flood,87104.86,88.01732899999998
Assam,Coconut,Whole Year,137,56,238,6.5,1854,Red,17-33,Flood,86042.67,94.4836
Assam,Coconut,Whole Year,102,74,287,6.5,1598,Red,19-34,Flood,86792.26,80.1511
Assam,Coconut,Whole Year,107,55,256,6.6,1491,Red,17-27,Flood,86582.65,87.40815099999998
Assam,Coconut,Whole Year,112,48,267,6.6,1601,Red,15-26,Flood,85424.89,85.4834
Assam,Coconut,Whole Year,91,55,291,6.8,1406,Red,17-28,Flood,86137.78,90.2579
Assam,Coconut,Whole Year,91,72,262,6.7,1558,Red,23-32,Flood,85755.35,100.360268
Assam,Coconut,Whole Year,102,78,284,6.6,1684,Red,24-30,Flood,89649.75,108.7309
Assam,Coconut,Whole Year,104,74,268,6.6,1625,Red,21-32,Flood,87271.25,103.6378
Assam,Green Gram,Kharif,17,33,16,6.3,276,Alluvial,25-34,Rainified,24488.88,8.318322000000002
Assam,Green Gram,Kharif,19,31,18,6.6,298,Alluvial,24-32,Rainified,23749.2,8.2362
Assam,Green Gram,Kharif,19,38,18,6.1,295,Alluvial,25-35,Rainified,24157.67,7.8473
Assam,Green Gram,Kharif,21,38,17,7.1,331,Alluvial,27-33,Rainified,23780.01,5.507697000000008
Assam,Green Gram,Kharif,24,41,18,7.0,347,Alluvial,28-34,Rainified,24507.23,5.9798
Assam,Green Gram,Kharif,20,43,17,6.7,356,Alluvial,29-31,Rainified,24738.54,5.5722
Assam,Green Gram,Kharif,24,35,22,7.1,295,Alluvial,23-34,Rainified,24124.77,5.620621000000009
Assam,Green Gram,Kharif,23,36,20,7.1,302,Alluvial,24-35,Rainified,24491.15,5.1834
Assam,Green Gram,Kharif,23,39,19,7.4,277,Alluvial,25-35,Rainified,24790.54,5.2166
Assam,Green Gram,Kharif,17,46,24,7.2,314,Alluvial,24-33,Rainified,24409.16,5.620621000000009
Assam,Green Gram,Kharif,17,51,24,7.0,301,Alluvial,22-31,Rainified,25197.55,5.9445
Assam,Green Gram,Kharif,17,52,27,6.9,284,Alluvial,24-31,Rainified,24810.65,5.2267
Assam,Green Gram,Kharif,19,40,21,6.6,339,Alluvial,23-31,Rainified,24823.5,8.299245000000003
Assam,Green Gram,Kharif,19,43,22,7.0,364,Alluvial,22-32,Rainified,24214.24,7.7975
Assam,Green Gram,Kharif,19,43,23,6.8,363,Alluvial,22-32,Rainified,24387.34,8.3731
Assam,Green Gram,Kharif,21,38,17,6.5,318,Alluvial,21-33,Rainified,24693.64,8.299245000000003
Assam,Green Gram,Kharif,20,36,19,6.8,320,Alluvial,19-33,Rainified,24430.55,7.6976
Assam,Green Gram,Kharif,23,40,16,6.4,328,Alluvial,20-33,Rainified,24350.26,8.8865
Assam,Green Gram,Kharif,19,37,16,7.2,268,Alluvial,24-37,Rainified,23717.6,5.620621000000009
Assam,Green Gram,Kharif,22,35,14,7.0,257,Alluvial,26-36,Rainified,24372.25,5.6821
Assam,Green Gram,Kharif,20,42,14,7.6,276,Alluvial,23-35,Rainified,23877.99,5.8604
Assam,Green Gram,Kharif,18,39,21,6.8,244,Red,25-32,Rainified,24281.62,7.477988999999999
Assam,Green Gram,Kharif,20,44,23,7.1,225,Red,24-31,Rainified,24327.56,7.0414
Assam,Green Gram,Kharif,17,33,23,6.4,253,Red,24-33,Rainified,24307.4,8.1687
Assam,Green Gram,Kharif,18,32,17,6.9,353,Red,27-35,Rainified,23581.22,4.598669999999999
Assam,Green Gram,Kharif,20,31,19,7.2,332,Red,29-33,Rainified,24502.36,4.8485
Assam,Green Gram,Kharif,19,37,19,7.1,355,Red,29-35,Rainified,24109.05,4.8377
Assam,Green Gram,Kharif,15,39,23,7.0,244,Red,23-32,Rainified,24397.82,4.671639999999999
Assam,Green Gram,Kharif,15,41,25,6.8,220,Red,24-31,Rainified,25008.85,4.6366
Assam,Green Gram,Kharif,13,43,20,7.2,238,Red,22-33,Rainified,24872.27,4.9895
Assam,Green Gram,Kharif,19,34,18,6.6,310,Red,27-34,Rainified,24534.32,7.498824
Assam,Green Gram,Kharif,17,34,16,6.7,328,Red,26-32,Rainified,24511.75,7.7832
Assam,Green Gram,Kharif,19,36,15,7.0,297,Red,26-35,Rainified,24147.79,6.79
Assam,Green Gram,Kharif,23,33,19,6.4,348,Red,24-32,Rainified,24655.45,7.498824
Assam,Green Gram,Kharif,20,37,20,6.5,364,Red,25-34,Rainified,24409.51,7.295
Assam,Green Gram,Kharif,24,35,16,6.0,320,Red,22-33,Rainified,24050.26,7.2466
Assam,Green Gram,Kharif,17,41,22,6.6,251,Red,24-35,Rainified,24317.48,4.671639999999999
Assam,Green Gram,Kharif,18,45,20,6.4,276,Red,24-35,Rainified,24188.83,5.0999
Assam,Green Gram,Kharif,15,42,22,6.5,261,Red,25-36,Rainified,23982.95,4.5917
Assam,Green Gram,Kharif,18,46,17,7.0,288,Red,27-36,Rainified,24544.57,4.671639999999999
Assam,Green Gram,Kharif,17,50,17,7.1,298,Red,28-38,Rainified,24434.4,4.5606
Assam,Green Gram,Kharif,19,40,18,7.3,265,Red,29-36,Rainified,24256.44,4.6659
Assam,Green Gram,Kharif,24,49,16,6.3,286,Black,22-31,Rainified,24844.72,7.595028999999995
Assam,Green Gram,Kharif,24,42,16,6.5,296,Black,24-32,Rainified,24606.84,8.3149
Assam,Green Gram,Kharif,21,49,14,6.2,265,Black,24-32,Rainified,24173.17,6.9668
Assam,Green Gram,Kharif,22,40,16,7.3,268,Black,27-36,Rainified,24120.66,4.804079999999996
Assam,Green Gram,Kharif,20,39,17,7.5,261,Black,25-36,Rainified,24332.51,5.0787
Assam,Green Gram,Kharif,23,42,17,7.3,245,Black,26-38,Rainified,24749.09,4.5326
Assam,Green Gram,Kharif,19,40,21,6.6,309,Black,22-36,Rainified,24578.54,4.804079999999996
Assam,Green Gram,Kharif,21,39,22,6.4,298,Black,24-38,Rainified,24773.94,4.4799
Assam,Green Gram,Kharif,22,41,18,7.0,288,Black,23-34,Rainified,24784.71,4.5781
Assam,Green Gram,Kharif,23,41,20,6.3,238,Black,28-37,Rainified,24252.33,7.595028999999995
Assam,Green Gram,Kharif,24,37,18,6.3,234,Black,29-37,Rainified,23905.39,7.0057
Assam,Green Gram,Kharif,21,46,19,6.7,235,Black,30-39,Rainified,24556.44,7.0763
Assam,Green Gram,Kharif,16,41,22,6.3,266,Black,23-34,Rainified,24287.39,7.595028999999995
Assam,Green Gram,Kharif,18,42,20,6.6,259,Black,25-36,Rainified,24729.96,7.6131
Assam,Green Gram,Kharif,14,37,22,5.9,249,Black,22-34,Rainified,23863.23,8.0802
Assam,Green Gram,Kharif,25,42,20,6.6,247,Black,22-33,Rainified,24210.72,7.595028999999995
Assam,Green Gram,Kharif,26,36,22,6.8,253,Black,24-34,Rainified,24723.64,7.6395
Assam,Green Gram,Kharif,27,38,20,6.4,225,Black,23-35,Rainified,23971.72,7.9086
Assam,Green Gram,Kharif,17,33,17,6.8,245,Black,22-32,Rainified,23745.67,4.804079999999996
Assam,Green Gram,Kharif,16,30,16,7.0,223,Black,24-31,Rainified,23528.95,5.146
Assam,Green Gram,Kharif,18,35,19,6.5,239,Black,23-30,Rainified,24280.81,5.1863
Assam,Green Gram,Rabi,18,44,22,6.6,272,Alluvial,26-32,Sprinkler,30896.08,5.603926000000009
Assam,Green Gram,Rabi,20,50,21,7.0,271,Alluvial,25-32,Sprinkler,31171.67,5.2363
Assam,Green Gram,Rabi,17,50,24,6.4,264,Alluvial,24-34,Sprinkler,31587.32,5.7337
Assam,Green Gram,Rabi,18,41,20,7.1,337,Alluvial,21-35,Sprinkler,30654.63,5.5792410000000086
Assam,Green Gram,Rabi,18,44,17,7.3,354,Alluvial,21-33,Sprinkler,31474.05,5.9506
Assam,Green Gram,Rabi,18,41,20,6.7,334,Alluvial,22-34,Sprinkler,31617.69,5.6212
Assam,Green Gram,Rabi,24,47,20,7.2,326,Alluvial,24-34,Sprinkler,31943.97,5.603926000000009
Assam,Green Gram,Rabi,27,54,20,7.2,303,Alluvial,22-32,Sprinkler,32203.8,5.7513
Assam,Green Gram,Rabi,21,43,21,7.4,328,Alluvial,22-32,Sprinkler,30777.03,5.7398
Assam,Green Gram,Rabi,16,34,18,7.1,304,Alluvial,26-33,Sprinkler,30425.85,5.603926000000009
Assam,Green Gram,Rabi,15,36,20,7.1,290,Alluvial,26-35,Sprinkler,31271.35,6.1188
Assam,Green Gram,Rabi,14,30,17,6.9,278,Alluvial,24-34,Sprinkler,30325.64,5.2595
Assam,Green Gram,Rabi,17,41,21,7.1,311,Alluvial,28-36,Sprinkler,31190.32,5.5792410000000086
Assam,Green Gram,Rabi,18,46,19,7.0,328,Alluvial,28-38,Sprinkler,31847.3,5.5501
Assam,Green Gram,Rabi,18,45,21,6.8,326,Alluvial,28-37,Sprinkler,31799.05,5.6183
Assam,Green Gram,Rabi,16,33,18,6.9,331,Alluvial,26-34,Sprinkler,31189.44,5.510079000000008
Assam,Green Gram,Rabi,15,35,19,7.1,354,Alluvial,28-36,Sprinkler,31361.29,5.3669
Assam,Green Gram,Rabi,15,29,15,7.0,327,Alluvial,28-32,Sprinkler,30844.93,5.9645
Assam,Green Gram,Rabi,22,34,18,6.7,269,Alluvial,25-33,Sprinkler,30912.41,8.217784000000002
Assam,Green Gram,Rabi,25,31,18,7.0,255,Alluvial,25-31,Sprinkler,30838.54,8.0853
Assam,Green Gram,Rabi,22,36,17,7.0,279,Alluvial,24-33,Sprinkler,30994.39,8.7699
Assam,Green Gram,Rabi,18,38,20,6.6,276,Red,24-38,Sprinkler,31557.12,4.67318
Assam,Green Gram,Rabi,17,37,19,6.9,259,Red,26-37,Sprinkler,31280.4,4.288
Assam,Green Gram,Rabi,20,32,17,6.8,284,Red,23-36,Sprinkler,30810.13,4.7281
Assam,Green Gram,Rabi,19,36,20,6.2,293,Red,24-38,Sprinkler,30560.08,7.387087999999998
Assam,Green Gram,Rabi,16,41,21,5.8,301,Red,24-39,Sprinkler,30715.74,7.4486
Assam,Green Gram,Rabi,22,36,22,6.2,287,Red,26-39,Sprinkler,30836.01,7.5477
Assam,Green Gram,Rabi,19,34,20,6.2,327,Red,24-38,Sprinkler,30795.08,7.387087999999998
Assam,Green Gram,Rabi,20,36,21,5.8,312,Red,26-38,Sprinkler,31303.89,7.4909
Assam,Green Gram,Rabi,21,30,20,6.2,324,Red,25-39,Sprinkler,31027.26,8.0249
Assam,Green Gram,Rabi,19,42,19,6.5,306,Red,25-35,Sprinkler,30653.23,7.387087999999998
Assam,Green Gram,Rabi,22,40,17,6.5,293,Red,24-36,Sprinkler,31535.7,7.8513
Assam,Green Gram,Rabi,19,41,21,6.1,289,Red,26-36,Sprinkler,30990.6,7.1885
Assam,Green Gram,Rabi,24,44,15,7.1,269,Red,25-34,Sprinkler,31073.51,4.67318
Assam,Green Gram,Rabi,25,46,17,7.3,249,Red,27-35,Sprinkler,30969.88,5.0809
Assam,Green Gram,Rabi,25,45,13,7.5,275,Red,27-32,Sprinkler,31686.35,4.9325
Assam,Green Gram,Rabi,19,40,24,7.4,297,Red,27-37,Sprinkler,31407.77,4.67318
Assam,Green Gram,Rabi,19,45,25,7.6,282,Red,25-37,Sprinkler,31356.89,5.0348
Assam,Green Gram,Rabi,21,35,23,7.0,313,Red,27-35,Sprinkler,31105.96,4.4852
Assam,Green Gram,Rabi,15,44,22,6.5,279,Red,28-37,Sprinkler,30756.11,7.387087999999998
Assam,Green Gram,Rabi,13,39,22,6.6,305,Red,26-35,Sprinkler,31446.52,7.3956
Assam,Green Gram,Rabi,16,50,20,6.5,262,Red,30-35,Sprinkler,31297.76,7.0729
Assam,Green Gram,Rabi,20,41,18,6.9,291,Black,23-34,Sprinkler,30855.24,4.805619999999996
Assam,Green Gram,Rabi,21,41,18,6.6,277,Black,21-32,Sprinkler,31035.91,4.8816
Assam,Green Gram,Rabi,23,37,20,7.0,295,Black,22-35,Sprinkler,31120.0,4.4957
Assam,Green Gram,Rabi,22,30,22,6.3,335,Black,21-33,Sprinkler,31135.22,7.532020999999995
Assam,Green Gram,Rabi,20,34,24,6.2,327,Black,19-32,Sprinkler,31283.46,7.7675
Assam,Green Gram,Rabi,24,30,25,6.2,303,Black,19-34,Sprinkler,31213.34,7.7822
Assam,Green Gram,Rabi,23,47,23,7.1,346,Black,26-34,Sprinkler,31141.96,4.778131999999997
Assam,Green Gram,Rabi,26,51,21,7.1,325,Black,26-35,Sprinkler,31348.74,4.564
Assam,Green Gram,Rabi,23,53,26,6.9,348,Black,26-33,Sprinkler,32219.43,5.0309
Assam,Green Gram,Rabi,19,35,20,6.6,333,Black,28-36,Sprinkler,31294.78,4.729608999999996
Assam,Green Gram,Rabi,20,39,21,6.6,302,Black,30-38,Sprinkler,31664.73,4.7479
Assam,Green Gram,Rabi,21,30,19,6.8,356,Black,28-37,Sprinkler,30221.7,4.3978
Assam,Green Gram,Rabi,21,50,17,6.4,296,Black,28-34,Sprinkler,31595.38,7.512725999999995
Assam,Green Gram,Rabi,24,44,18,6.4,303,Black,27-33,Sprinkler,31534.95,8.0079
Assam,Green Gram,Rabi,20,46,17,6.1,272,Black,29-33,Sprinkler,31296.76,7.6811
Assam,Green Gram,Rabi,18,45,21,6.1,285,Black,23-34,Sprinkler,31922.61,7.512725999999995
Assam,Green Gram,Rabi,19,50,22,6.4,302,Black,24-32,Sprinkler,31663.12,8.154
Assam,Green Gram,Rabi,16,47,22,6.0,305,Black,25-32,Sprinkler,31235.69,6.8207
Assam,Green Gram,Rabi,18,51,21,7.4,253,Black,25-34,Sprinkler,31520.77,4.805619999999996
Assam,Green Gram,Rabi,19,58,21,7.3,269,Black,27-34,Sprinkler,31183.78,4.5361
Assam,Green Gram,Rabi,19,44,21,7.1,230,Black,25-33,Sprinkler,31358.78,4.8608
Assam,Green Gram,Zaid,17,39,19,7.0,326,Alluvial,22-35,Sprinkler,31287.89,5.603926000000009
Assam,Green Gram,Zaid,15,44,20,6.8,319,Alluvial,24-34,Sprinkler,31610.68,5.7385
Assam,Green Gram,Zaid,19,38,18,7.3,354,Alluvial,24-37,Sprinkler,31290.99,5.4753
Assam,Green Gram,Zaid,20,39,21,6.7,280,Alluvial,25-35,Sprinkler,30655.36,5.603926000000009
Assam,Green Gram,Zaid,21,44,23,6.5,301,Alluvial,23-34,Sprinkler,31189.6,5.9163
Assam,Green Gram,Zaid,19,41,19,6.7,265,Alluvial,27-36,Sprinkler,31496.26,5.2609
Assam,Green Gram,Zaid,24,38,22,6.1,266,Alluvial,24-34,Sprinkler,31411.94,8.194975000000001
Assam,Green Gram,Zaid,25,41,22,6.4,259,Alluvial,22-33,Sprinkler,31331.27,8.8447
Assam,Green Gram,Zaid,21,37,20,5.8,283,Alluvial,26-35,Sprinkler,31374.58,8.4988
Assam,Green Gram,Zaid,25,42,20,6.6,276,Alluvial,25-35,Sprinkler,31472.93,5.603926000000009
Assam,Green Gram,Zaid,27,44,21,6.4,285,Alluvial,26-37,Sprinkler,31900.58,5.5283
Assam,Green Gram,Zaid,25,42,19,6.3,264,Alluvial,23-33,Sprinkler,31084.43,5.6851
Assam,Green Gram,Zaid,19,38,21,6.6,316,Alluvial,27-37,Sprinkler,31181.85,5.603926000000009
Assam,Green Gram,Zaid,21,33,20,6.9,308,Alluvial,28-39,Sprinkler,31192.13,5.6296
Assam,Green Gram,Zaid,20,34,21,6.6,284,Alluvial,26-35,Sprinkler,31543.47,5.4319
Assam,Green Gram,Zaid,19,38,18,7.4,294,Alluvial,28-37,Sprinkler,31572.17,5.603926000000009
Assam,Green Gram,Zaid,20,43,19,7.6,313,Alluvial,28-38,Sprinkler,30815.46,5.8983
Assam,Green Gram,Zaid,21,37,16,7.6,267,Alluvial,28-36,Sprinkler,30498.36,5.6313
Assam,Green Gram,Zaid,18,38,21,6.3,342,Alluvial,22-33,Sprinkler,31423.36,8.194975000000001
Assam,Green Gram,Zaid,19,42,18,6.1,323,Alluvial,20-32,Sprinkler,31290.31,8.2553
Assam,Green Gram,Zaid,16,34,19,6.0,329,Alluvial,22-34,Sprinkler,31428.28,7.8301
Assam,Green Gram,Zaid,19,37,19,7.1,277,Red,24-34,Sprinkler,31204.29,4.6701
Assam,Green Gram,Zaid,21,42,21,7.4,304,Red,24-32,Sprinkler,30705.37,4.7333
Assam,Green Gram,Zaid,17,35,20,7.5,268,Red,24-33,Sprinkler,30636.96,4.6685
Assam,Green Gram,Zaid,15,42,19,7.5,274,Red,25-35,Sprinkler,30901.46,4.6701
Assam,Green Gram,Zaid,13,40,17,7.6,271,Red,23-34,Sprinkler,30978.0,4.3648
Assam,Green Gram,Zaid,17,45,21,7.8,265,Red,27-36,Sprinkler,31834.52,4.6899
Assam,Green Gram,Zaid,18,35,19,6.7,351,Red,24-34,Sprinkler,30863.36,7.3855479999999964
Assam,Green Gram,Zaid,20,35,19,6.9,375,Red,24-34,Sprinkler,30712.07,6.955
Assam,Green Gram,Zaid,18,36,20,6.6,334,Red,22-36,Sprinkler,31063.37,7.8901
Assam,Green Gram,Zaid,19,33,19,6.4,297,Red,27-34,Sprinkler,31038.43,7.3855479999999964
Assam,Green Gram,Zaid,17,37,20,6.4,272,Red,25-34,Sprinkler,30817.75,7.7677
Assam,Green Gram,Zaid,21,31,20,6.6,286,Red,26-33,Sprinkler,30889.15,6.8858
Assam,Green Gram,Zaid,18,39,18,6.8,291,Red,24-34,Sprinkler,31442.23,4.6701
Assam,Green Gram,Zaid,19,43,17,7.0,301,Red,23-32,Sprinkler,31512.93,4.2389
Assam,Green Gram,Zaid,21,34,19,6.8,289,Red,26-32,Sprinkler,30656.09,4.3694
Assam,Green Gram,Zaid,22,39,17,6.9,300,Red,27-36,Sprinkler,31269.51,4.6701
Assam,Green Gram,Zaid,21,41,17,6.7,292,Red,28-35,Sprinkler,30934.87,4.234
Assam,Green Gram,Zaid,22,44,15,6.8,275,Red,27-36,Sprinkler,31540.87,5.1235
Assam,Green Gram,Zaid,16,44,20,7.1,304,Red,23-36,Sprinkler,31186.87,4.6701
Assam,Green Gram,Zaid,17,44,19,6.7,312,Red,22-38,Sprinkler,30911.3,5.0422
Assam,Green Gram,Zaid,15,42,20,7.2,317,Red,23-36,Sprinkler,31206.93,4.8361
Assam,Green Gram,Zaid,22,33,18,7.0,322,Black,25-36,Sprinkler,31024.75,4.802539999999997
Assam,Green Gram,Zaid,24,33,20,7.1,330,Black,24-37,Sprinkler,30649.06,4.6095
Assam,Green Gram,Zaid,22,36,20,7.0,295,Black,26-37,Sprinkler,31291.28,4.4786
Assam,Green Gram,Zaid,22,34,20,6.9,334,Black,26-36,Sprinkler,30808.39,4.8218349999999965
Assam,Green Gram,Zaid,20,29,21,6.8,347,Black,27-37,Sprinkler,30695.09,4.9893
Assam,Green Gram,Zaid,25,34,20,7.2,367,Black,27-38,Sprinkler,31300.44,5.1562
Assam,Green Gram,Zaid,20,48,24,6.7,280,Black,25-34,Sprinkler,31170.12,4.802539999999997
Assam,Green Gram,Zaid,21,42,24,6.5,280,Black,27-32,Sprinkler,31746.08,4.5241
Assam,Green Gram,Zaid,18,50,27,6.7,256,Black,23-33,Sprinkler,32073.98,4.8763
Assam,Green Gram,Zaid,19,34,20,6.7,298,Black,24-35,Sprinkler,30573.27,4.802539999999997
Assam,Green Gram,Zaid,18,39,20,6.4,284,Black,23-34,Sprinkler,31123.55,5.2423
Assam,Green Gram,Zaid,16,33,21,7.0,287,Black,22-35,Sprinkler,30781.15,4.9485
Assam,Green Gram,Zaid,16,34,23,6.5,298,Black,28-35,Sprinkler,30662.75,7.5304809999999955
Assam,Green Gram,Zaid,15,32,23,6.7,311,Black,29-37,Sprinkler,31229.35,7.1474
Assam,Green Gram,Zaid,15,37,22,6.6,272,Black,28-37,Sprinkler,30730.18,7.6025
Assam,Green Gram,Zaid,17,46,18,7.0,254,Black,25-35,Sprinkler,31638.11,4.802539999999997
Assam,Green Gram,Zaid,20,41,19,6.7,248,Black,25-34,Sprinkler,30568.45,4.9806
Assam,Green Gram,Zaid,17,43,20,7.2,238,Black,27-33,Sprinkler,31260.74,4.4058
Assam,Green Gram,Zaid,22,46,18,7.1,305,Black,27-34,Sprinkler,31083.94,4.775051999999997
Assam,Green Gram,Zaid,22,40,19,7.1,325,Black,25-33,Sprinkler,31539.52,4.812
Assam,Green Gram,Zaid,20,42,19,7.3,305,Black,27-34,Sprinkler,31354.46,4.555
Assam,Jute,Kharif,46,24,32,7.1,518,Alluvial,27-34,Rainified,43043.67,17.882922
Assam,Jute,Kharif,50,28,31,6.9,474,Alluvial,29-32,Rainified,43094.87,18.4306
Assam,Jute,Kharif,48,23,34,6.9,544,Alluvial,28-34,Rainified,43294.5,17.1746
Assam,Jute,Kharif,58,32,34,7.1,436,Alluvial,23-36,Rainified,43436.58,12.11694400000001
Assam,Jute,Kharif,55,30,34,7.4,457,Alluvial,25-35,Rainified,42738.24,11.3985
Assam,Jute,Kharif,66,33,32,6.7,430,Alluvial,22-37,Rainified,42230.2,12.26
Assam,Jute,Kharif,58,32,30,6.9,509,Alluvial,26-35,Rainified,42585.87,19.043319
Assam,Jute,Kharif,52,29,30,7.3,459,Alluvial,24-35,Rainified,42603.05,19.5003
Assam,Jute,Kharif,63,32,26,7.2,477,Alluvial,26-33,Rainified,43485.82,19.5032
Assam,Jute,Kharif,58,23,27,6.4,469,Alluvial,21-34,Rainified,42281.14,25.623169000000008
Assam,Jute,Kharif,66,23,26,6.6,473,Alluvial,22-35,Rainified,41838.06,24.3776
Assam,Jute,Kharif,49,20,23,6.2,448,Alluvial,19-34,Rainified,42520.87,24.7488
Assam,Jute,Kharif,56,26,33,6.8,537,Alluvial,23-32,Rainified,42979.08,25.623169000000008
Assam,Jute,Kharif,51,28,34,7.1,497,Alluvial,23-31,Rainified,43206.53,27.7853
Assam,Jute,Kharif,58,26,34,6.8,487,Alluvial,24-34,Rainified,42845.58,23.2121
Assam,Jute,Kharif,71,24,30,6.7,430,Alluvial,23-37,Rainified,43416.19,19.326453
Assam,Jute,Kharif,70,26,29,6.4,387,Alluvial,25-39,Rainified,43527.03,18.0223
Assam,Jute,Kharif,71,25,30,6.9,424,Alluvial,21-35,Rainified,42944.5,18.9892
Assam,Jute,Kharif,49,30,29,6.7,474,Alluvial,20-31,Rainified,42738.74,24.531663
Assam,Jute,Kharif,50,34,27,6.6,494,Alluvial,18-30,Rainified,43125.02,26.858
Assam,Jute,Kharif,53,28,32,6.5,521,Alluvial,19-30,Rainified,43480.38,23.0896
Assam,Maize,Kharif,112,48,36,6.8,624,Alluvial,19-27,Rainified,35351.85,33.529993000000005
Assam,Maize,Kharif,115,45,39,6.5,605,Alluvial,19-28,Rainified,35368.62,36.4799
Assam,Maize,Kharif,112,54,35,6.6,625,Alluvial,19-29,Rainified,35422.41,32.2196
Assam,Maize,Kharif,103,67,31,6.3,573,Alluvial,16-26,Rainified,35701.54,32.51434800000001
Assam,Maize,Kharif,98,77,29,6.7,618,Alluvial,14-26,Rainified,35307.21,31.6442
Assam,Maize,Kharif,91,73,35,6.6,569,Alluvial,16-24,Rainified,35083.92,31.9972
Assam,Maize,Kharif,124,51,41,6.6,643,Alluvial,18-27,Rainified,35633.34,32.51434800000001
Assam,Maize,Kharif,140,51,47,6.5,666,Alluvial,20-27,Rainified,35873.24,32.0343
Assam,Maize,Kharif,108,56,44,6.4,662,Alluvial,16-27,Rainified,35614.13,34.4585
Assam,Maize,Kharif,140,74,36,5.9,588,Alluvial,14-24,Rainified,35366.18,30.79192100000002
Assam,Maize,Kharif,141,71,35,5.8,584,Alluvial,16-22,Rainified,36353.13,30.2346
Assam,Maize,Kharif,131,80,33,5.9,540,Alluvial,16-23,Rainified,35309.78,31.1129
Assam,Maize,Kharif,127,51,46,6.3,595,Alluvial,17-24,Rainified,35788.88,32.51434800000001
Assam,Maize,Kharif,117,46,50,6.2,574,Alluvial,17-23,Rainified,34681.68,35.621
Assam,Maize,Kharif,120,46,40,6.1,564,Alluvial,19-22,Rainified,35283.58,35.1506
Assam,Maize,Kharif,102,65,43,6.2,652,Alluvial,14-27,Rainified,35090.6,32.51434800000001
Assam,Maize,Kharif,89,58,38,6.2,708,Alluvial,16-27,Rainified,35592.25,31.1038
Assam,Maize,Kharif,97,74,45,6.1,601,Alluvial,15-26,Rainified,35238.8,32.7462
Assam,Maize,Kharif,108,54,42,7.1,498,Alluvial,18-25,Rainified,35080.17,17.151459999999997
Assam,Maize,Kharif,113,61,42,6.9,519,Alluvial,20-25,Rainified,35021.03,18.8084
Assam,Maize,Kharif,107,62,44,7.1,466,Alluvial,17-25,Rainified,35838.56,15.5026
Assam,Maize,Kharif,145,62,41,7.1,679,Red,17-26,Rainified,35232.23,73.132522
Assam,Maize,Kharif,159,70,44,7.4,660,Red,15-27,Rainified,36378.42,69.2672
Assam,Maize,Kharif,149,67,47,7.4,652,Red,15-28,Rainified,35631.62,79.9777
Assam,Maize,Kharif,138,66,41,6.8,543,Red,18-27,Rainified,36484.7,24.95954400000003
Assam,Maize,Kharif,122,72,39,6.5,520,Red,19-29,Rainified,35860.37,27.3546
Assam,Maize,Kharif,153,61,44,6.6,535,Red,20-26,Rainified,36193.39,25.4754
Assam,Maize,Kharif,128,51,41,6.3,627,Red,16-25,Rainified,35261.85,27.87015700000004
Assam,Maize,Kharif,116,50,44,6.1,599,Red,14-27,Rainified,35237.83,27.6855
Assam,Maize,Kharif,140,55,43,6.3,665,Red,16-24,Rainified,35710.95,27.3658
Assam,Maize,Kharif,135,68,42,6.2,662,Red,16-27,Rainified,36165.39,25.23793300000004
Assam,Maize,Kharif,131,70,36,6.1,632,Red,18-27,Rainified,35699.47,23.8908
Assam,Maize,Kharif,115,68,39,6.4,703,Red,16-25,Rainified,35122.95,23.8807
Assam,Maize,Kharif,93,64,40,6.7,509,Red,17-30,Rainified,34849.75,26.27814700000004
